RF_amplitude,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,keysight_amplitude
3,43,,,,,,
4,77,,,,,,
1,187,,,,,,
2,165,,,,,,
0,37,,,,,,
4,156,,,,,,
2,297,,,,,,
2,238,,,,,,
6,235,,,,,,
6,139,,,,,,
1,184,,,,,,
0,156,,,,,,
2,62,,,,,,
1,176,,,,,,
6,254,,,,,,
3,18,,,,,,
2,163,,,,,,
6,105,,,,,,
3,200,,,,,,
4,254,,,,,,
1,170,,,,,,
4,178,,,,,,
6,59,,,,,,
0,175,,,,,,
0,255,,,,,,
4,188,,,,,,
2,244,,,,,,
2,243,,,,,,
0,91,,,,,,
0,11,,,,,,
6,101,,,,,,
2,59,,,,,,
3,127,,,,,,
2,99,,,,,,
0,269,,,,,,
4,37,,,,,,
4,36,,,,,,
1,30,,,,,,
4,210,,,,,,
3,147,,,,,,
3,286,,,,,,
6,237,,,,,,
1,178,,,,,,
6,159,,,,,,
1,122,,,,,,
4,8,,,,,,
6,115,,,,,,
6,191,,,,,,
0,45,,,,,,
2,53,,,,,,
0,160,,,,,,
4,118,,,,,,
4,246,,,,,,
0,151,,,,,,
2,241,,,,,,
6,290,,,,,,
4,50,,,,,,
0,32,,,,,,
3,279,,,,,,
1,208,,,,,,
1,161,,,,,,
0,181,,,,,,
6,272,,,,,,
4,88,,,,,,
6,234,,,,,,
0,182,,,,,,
6,54,,,,,,
6,103,,,,,,
4,79,,,,,,
6,228,,,,,,
0,40,,,,,,
1,206,,,,,,
6,158,,,,,,
6,275,,,,,,
2,207,,,,,,
1,11,,,,,,
3,205,,,,,,
0,31,,,,,,
4,297,,,,,,
0,194,,,,,,
6,55,,,,,,
2,199,,,,,,
1,9,,,,,,
6,177,,,,,,
0,111,,,,,,
3,136,,,,,,
6,124,,,,,,
0,214,,,,,,
6,8,,,,,,
0,226,,,,,,
0,7,,,,,,
3,89,,,,,,
4,45,,,,,,
4,5,,,,,,
2,289,,,,,,
3,77,,,,,,
0,43,,,,,,
4,119,,,,,,
3,203,,,,,,
4,33,,,,,,
4,219,,,,,,
0,123,,,,,,
0,102,,,,,,
2,172,,,,,,
0,46,,,,,,
3,34,,,,,,
4,166,,,,,,
1,112,,,,,,
6,1,,,,,,
6,137,,,,,,
3,234,,,,,,
0,293,,,,,,
0,178,,,,,,
0,69,,,,,,
6,155,,,,,,
6,58,,,,,,
4,187,,,,,,
2,288,,,,,,
2,140,,,,,,
2,97,,,,,,
4,130,,,,,,
2,73,,,,,,
4,144,,,,,,
3,81,,,,,,
3,137,,,,,,
0,106,,,,,,
2,300,,,,,,
2,108,,,,,,
6,67,,,,,,
2,123,,,,,,
2,42,,,,,,
4,69,,,,,,
6,29,,,,,,
2,117,,,,,,
4,282,,,,,,
0,211,,,,,,
4,270,,,,,,
4,267,,,,,,
6,129,,,,,,
6,271,,,,,,
3,219,,,,,,
2,78,,,,,,
6,181,,,,,,
6,42,,,,,,
3,33,,,,,,
0,44,,,,,,
2,57,,,,,,
2,61,,,,,,
2,271,,,,,,
1,4,,,,,,
1,226,,,,,,
2,158,,,,,,
2,105,,,,,,
0,141,,,,,,
2,299,,,,,,
0,256,,,,,,
4,138,,,,,,
2,37,,,,,,
2,20,,,,,,
1,15,,,,,,
2,210,,,,,,
3,188,,,,,,
4,40,,,,,,
6,145,,,,,,
3,199,,,,,,
0,265,,,,,,
2,32,,,,,,
0,82,,,,,,
0,48,,,,,,
4,292,,,,,,
0,280,,,,,,
0,26,,,,,,
1,37,,,,,,
3,103,,,,,,
4,11,,,,,,
6,224,,,,,,
4,117,,,,,,
1,28,,,,,,
4,74,,,,,,
2,50,,,,,,
3,264,,,,,,
2,125,,,,,,
2,225,,,,,,
3,187,,,,,,
2,116,,,,,,
0,263,,,,,,
1,282,,,,,,
0,234,,,,,,
6,161,,,,,,
3,204,,,,,,
1,260,,,,,,
0,179,,,,,,
0,271,,,,,,
3,224,,,,,,
6,102,,,,,,
3,231,,,,,,
0,227,,,,,,
4,191,,,,,,
6,45,,,,,,
4,233,,,,,,
3,154,,,,,,
6,3,,,,,,
3,125,,,,,,
3,258,,,,,,
1,32,,,,,,
1,89,,,,,,
0,130,,,,,,
2,81,,,,,,
6,207,,,,,,
1,57,,,,,,
6,216,,,,,,
2,277,,,,,,
0,272,,,,,,
3,144,,,,,,
0,215,,,,,,
4,53,,,,,,
1,248,,,,,,
4,159,,,,,,
6,156,,,,,,
1,251,,,,,,
4,240,,,,,,
4,294,,,,,,
4,122,,,,,,
6,204,,,,,,
2,149,,,,,,
3,107,,,,,,
4,280,,,,,,
3,215,,,,,,
2,72,,,,,,
1,142,,,,,,
0,187,,,,,,
2,176,,,,,,
1,71,,,,,,
3,227,,,,,,
3,62,,,,,,
3,106,,,,,,
0,4,,,,,,
6,210,,,,,,
6,71,,,,,,
4,96,,,,,,
6,162,,,,,,
0,250,,,,,,
4,73,,,,,,
1,297,,,,,,
4,31,,,,,,
1,239,,,,,,
3,232,,,,,,
0,29,,,,,,
3,260,,,,,,
3,167,,,,,,
2,231,,,,,,
3,138,,,,,,
0,107,,,,,,
2,143,,,,,,
2,136,,,,,,
2,12,,,,,,
0,19,,,,,,
4,99,,,,,,
4,274,,,,,,
4,211,,,,,,
4,113,,,,,,
0,283,,,,,,
0,136,,,,,,
1,99,,,,,,
4,241,,,,,,
6,199,,,,,,
0,198,,,,,,
2,137,,,,,,
1,59,,,,,,
6,100,,,,,,
4,271,,,,,,
1,138,,,,,,
1,199,,,,,,
3,169,,,,,,
0,64,,,,,,
3,61,,,,,,
4,3,,,,,,
2,179,,,,,,
2,259,,,,,,
3,300,,,,,,
0,186,,,,,,
6,38,,,,,,
1,250,,,,,,
1,159,,,,,,
6,248,,,,,,
0,168,,,,,,
2,74,,,,,,
6,298,,,,,,
6,241,,,,,,
6,79,,,,,,
1,134,,,,,,
4,128,,,,,,
1,275,,,,,,
0,13,,,,,,
4,232,,,,,,
4,78,,,,,,
0,268,,,,,,
6,192,,,,,,
4,204,,,,,,
4,24,,,,,,
6,285,,,,,,
1,246,,,,,,
2,79,,,,,,
2,191,,,,,,
2,282,,,,,,
6,203,,,,,,
6,152,,,,,,
2,269,,,,,,
2,58,,,,,,
1,242,,,,,,
6,43,,,,,,
6,62,,,,,,
1,104,,,,,,
6,81,,,,,,
0,28,,,,,,
6,120,,,,,,
3,282,,,,,,
4,284,,,,,,
6,148,,,,,,
6,284,,,,,,
0,99,,,,,,
0,128,,,,,,
1,53,,,,,,
1,195,,,,,,
1,181,,,,,,
3,19,,,,,,
2,16,,,,,,
4,4,,,,,,
3,35,,,,,,
4,135,,,,,,
3,201,,,,,,
6,87,,,,,,
2,146,,,,,,
2,206,,,,,,
1,74,,,,,,
6,165,,,,,,
3,202,,,,,,
4,230,,,,,,
2,280,,,,,,
4,109,,,,,,
6,292,,,,,,
0,235,,,,,,
3,246,,,,,,
3,287,,,,,,
3,55,,,,,,
1,286,,,,,,
6,116,,,,,,
4,157,,,,,,
2,204,,,,,,
2,213,,,,,,
0,76,,,,,,
6,127,,,,,,
2,292,,,,,,
3,60,,,,,,
6,57,,,,,,
6,295,,,,,,
6,195,,,,,,
6,250,,,,,,
6,89,,,,,,
2,229,,,,,,
1,194,,,,,,
2,178,,,,,,
2,31,,,,,,
4,51,,,,,,
6,179,,,,,,
1,31,,,,,,
4,136,,,,,,
0,88,,,,,,
2,148,,,,,,
1,70,,,,,,
6,164,,,,,,
1,5,,,,,,
3,229,,,,,,
3,41,,,,,,
3,163,,,,,,
4,167,,,,,,
0,236,,,,,,
2,10,,,,,,
4,86,,,,,,
0,243,,,,,,
3,160,,,,,,
3,45,,,,,,
6,91,,,,,,
0,18,,,,,,
6,274,,,,,,
4,224,,,,,,
1,43,,,,,,
6,171,,,,,,
4,168,,,,,,
0,124,,,,,,
3,195,,,,,,
2,294,,,,,,
2,29,,,,,,
2,278,,,,,,
4,147,,,,,,
6,300,,,,,,
1,288,,,,,,
0,248,,,,,,
3,278,,,,,,
1,93,,,,,,
1,92,,,,,,
2,127,,,,,,
1,64,,,,,,
0,296,,,,,,
0,112,,,,,,
4,273,,,,,,
3,265,,,,,,
3,79,,,,,,
3,121,,,,,,
3,102,,,,,,
0,300,,,,,,
4,237,,,,,,
3,116,,,,,,
6,286,,,,,,
0,147,,,,,,
1,94,,,,,,
3,190,,,,,,
6,20,,,,,,
0,189,,,,,,
2,134,,,,,,
1,267,,,,,,
2,185,,,,,,
1,279,,,,,,
0,20,,,,,,
4,23,,,,,,
2,70,,,,,,
6,289,,,,,,
3,128,,,,,,
6,142,,,,,,
6,264,,,,,,
6,125,,,,,,
3,51,,,,,,
4,123,,,,,,
1,56,,,,,,
6,281,,,,,,
3,2,,,,,,
3,83,,,,,,
0,138,,,,,,
4,198,,,,,,
1,218,,,,,,
2,175,,,,,,
0,146,,,,,,
4,15,,,,,,
4,104,,,,,,
2,170,,,,,,
4,173,,,,,,
0,201,,,,,,
2,198,,,,,,
0,121,,,,,,
0,251,,,,,,
4,180,,,,,,
6,282,,,,,,
2,118,,,,,,
4,163,,,,,,
3,243,,,,,,
3,182,,,,,,
2,157,,,,,,
4,82,,,,,,
0,199,,,,,,
6,33,,,,,,
1,98,,,,,,
3,173,,,,,,
6,167,,,,,,
2,171,,,,,,
0,24,,,,,,
0,162,,,,,,
2,215,,,,,,
3,20,,,,,,
1,3,,,,,,
1,276,,,,,,
6,144,,,,,,
4,134,,,,,,
6,110,,,,,,
6,260,,,,,,
4,205,,,,,,
1,255,,,,,,
4,65,,,,,,
2,144,,,,,,
0,74,,,,,,
1,63,,,,,,
6,143,,,,,,
2,142,,,,,,
3,222,,,,,,
2,98,,,,,,
4,275,,,,,,
3,289,,,,,,
3,30,,,,,,
1,271,,,,,,
1,177,,,,,,
2,6,,,,,,
6,174,,,,,,
6,294,,,,,,
4,72,,,,,,
4,225,,,,,,
3,162,,,,,,
4,32,,,,,,
0,55,,,,,,
1,165,,,,,,
0,137,,,,,,
4,299,,,,,,
3,24,,,,,,
2,285,,,,,,
4,64,,,,,,
4,174,,,,,,
2,208,,,,,,
3,164,,,,,,
1,47,,,,,,
0,237,,,,,,
3,140,,,,,,
1,79,,,,,,
1,167,,,,,,
0,12,,,,,,
4,172,,,,,,
3,97,,,,,,
4,290,,,,,,
6,166,,,,,,
3,72,,,,,,
3,100,,,,,,
0,217,,,,,,
4,41,,,,,,
4,239,,,,,,
1,258,,,,,,
1,125,,,,,,
1,244,,,,,,
3,257,,,,,,
3,194,,,,,,
4,48,,,,,,
3,38,,,,,,
2,265,,,,,,
1,139,,,,,,
6,134,,,,,,
6,56,,,,,,
4,75,,,,,,
3,58,,,,,,
1,132,,,,,,
0,152,,,,,,
0,247,,,,,,
6,7,,,,,,
4,149,,,,,,
0,281,,,,,,
2,232,,,,,,
3,237,,,,,,
2,192,,,,,,
2,64,,,,,,
4,207,,,,,,
1,84,,,,,,
3,122,,,,,,
3,165,,,,,,
2,4,,,,,,
3,175,,,,,,
2,196,,,,,,
2,82,,,,,,
4,21,,,,,,
3,295,,,,,,
6,113,,,,,,
6,19,,,,,,
0,109,,,,,,
0,254,,,,,,
0,89,,,,,,
2,240,,,,,,
4,234,,,,,,
0,95,,,,,,
3,1,,,,,,
6,200,,,,,,
2,237,,,,,,
0,266,,,,,,
4,30,,,,,,
3,189,,,,,,
1,127,,,,,,
6,40,,,,,,
0,75,,,,,,
3,5,,,,,,
3,12,,,,,,
1,193,,,,,,
4,54,,,,,,
4,269,,,,,,
3,95,,,,,,
0,36,,,,,,
6,227,,,,,,
0,206,,,,,,
2,84,,,,,,
1,196,,,,,,
4,85,,,,,,
1,214,,,,,,
1,185,,,,,,
6,299,,,,,,
4,14,,,,,,
2,218,,,,,,
6,75,,,,,,
2,247,,,,,,
3,284,,,,,,
1,77,,,,,,
4,295,,,,,,
2,30,,,,,,
6,267,,,,,,
6,176,,,,,,
1,151,,,,,,
0,100,,,,,,
1,261,,,,,,
1,16,,,,,,
2,164,,,,,,
1,83,,,,,,
6,278,,,,,,
0,33,,,,,,
2,230,,,,,,
1,272,,,,,,
6,287,,,,,,
2,168,,,,,,
0,231,,,,,,
6,259,,,,,,
1,263,,,,,,
3,88,,,,,,
0,113,,,,,,
3,233,,,,,,
6,245,,,,,,
0,93,,,,,,
4,289,,,,,,
3,150,,,,,,
4,161,,,,,,
1,274,,,,,,
1,52,,,,,,
4,143,,,,,,
4,179,,,,,,
0,279,,,,,,
0,242,,,,,,
0,163,,,,,,
3,166,,,,,,
2,85,,,,,,
0,159,,,,,,
4,215,,,,,,
1,283,,,,,,
0,103,,,,,,
3,255,,,,,,
0,204,,,,,,
6,50,,,,,,
3,178,,,,,,
1,114,,,,,,
1,296,,,,,,
0,22,,,,,,
2,266,,,,,,
6,111,,,,,,
0,297,,,,,,
0,298,,,,,,
3,297,,,,,,
1,40,,,,,,
2,159,,,,,,
3,64,,,,,,
3,14,,,,,,
1,152,,,,,,
3,114,,,,,,
3,242,,,,,,
1,228,,,,,,
4,141,,,,,,
2,228,,,,,,
6,114,,,,,,
4,101,,,,,,
1,10,,,,,,
4,25,,,,,,
6,39,,,,,,
4,231,,,,,,
0,213,,,,,,
3,120,,,,,,
3,230,,,,,,
3,135,,,,,,
0,80,,,,,,
6,270,,,,,,
2,122,,,,,,
3,132,,,,,,
0,240,,,,,,
6,246,,,,,,
0,262,,,,,,
2,104,,,,,,
2,214,,,,,,
4,177,,,,,,
1,1,,,,,,
0,185,,,,,,
6,94,,,,,,
0,259,,,,,,
0,202,,,,,,
0,225,,,,,,
3,280,,,,,,
3,40,,,,,,
6,265,,,,,,
1,173,,,,,,
0,118,,,,,,
2,71,,,,,,
6,229,,,,,,
0,140,,,,,,
3,59,,,,,,
4,193,,,,,,
3,186,,,,,,
6,53,,,,,,
3,11,,,,,,
6,263,,,,,,
3,259,,,,,,
2,184,,,,,,
2,44,,,,,,
1,29,,,,,,
3,276,,,,,,
2,41,,,,,,
3,198,,,,,,
1,252,,,,,,
4,127,,,,,,
1,225,,,,,,
0,68,,,,,,
6,31,,,,,,
1,245,,,,,,
1,144,,,,,,
1,80,,,,,,
6,232,,,,,,
1,289,,,,,,
2,261,,,,,,
3,210,,,,,,
3,288,,,,,,
6,146,,,,,,
2,24,,,,,,
1,150,,,,,,
4,279,,,,,,
6,163,,,,,,
3,269,,,,,,
2,121,,,,,,
1,128,,,,,,
6,83,,,,,,
4,59,,,,,,
6,4,,,,,,
1,202,,,,,,
0,38,,,,,,
4,196,,,,,,
6,225,,,,,,
1,95,,,,,,
6,6,,,,,,
4,201,,,,,,
3,13,,,,,,
1,68,,,,,,
2,221,,,,,,
6,277,,,,,,
3,183,,,,,,
1,149,,,,,,
2,21,,,,,,
1,198,,,,,,
2,124,,,,,,
4,293,,,,,,
0,188,,,,,,
4,47,,,,,,
0,15,,,,,,
2,23,,,,,,
1,189,,,,,,
1,182,,,,,,
1,140,,,,,,
2,120,,,,,,
2,151,,,,,,
1,86,,,,,,
0,161,,,,,,
0,92,,,,,,
0,56,,,,,,
1,51,,,,,,
2,38,,,,,,
3,168,,,,,,
6,21,,,,,,
2,174,,,,,,
6,63,,,,,,
3,80,,,,,,
2,69,,,,,,
2,130,,,,,,
2,128,,,,,,
3,285,,,,,,
1,146,,,,,,
2,182,,,,,,
6,135,,,,,,
3,185,,,,,,
4,56,,,,,,
0,142,,,,,,
3,4,,,,,,
6,26,,,,,,
1,200,,,,,,
3,172,,,,,,
3,67,,,,,,
4,170,,,,,,
1,58,,,,,,
3,283,,,,,,
4,12,,,,,,
4,110,,,,,,
3,15,,,,,,
4,29,,,,,,
1,148,,,,,,
2,257,,,,,,
6,217,,,,,,
3,108,,,,,,
2,66,,,,,,
2,47,,,,,,
1,290,,,,,,
2,161,,,,,,
1,204,,,,,,
3,143,,,,,,
6,14,,,,,,
6,187,,,,,,
4,148,,,,,,
6,136,,,,,,
2,65,,,,,,
6,23,,,,,,
4,214,,,,,,
3,94,,,,,,
3,253,,,,,,
4,213,,,,,,
4,91,,,,,,
6,185,,,,,,
0,1,,,,,,
3,161,,,,,,
6,138,,,,,,
3,105,,,,,,
6,215,,,,,,
2,107,,,,,,
3,42,,,,,,
2,253,,,,,,
0,57,,,,,,
3,291,,,,,,
1,38,,,,,,
0,195,,,,,,
2,212,,,,,,
1,169,,,,,,
6,190,,,,,,
2,80,,,,,,
0,6,,,,,,
6,90,,,,,,
0,85,,,,,,
2,226,,,,,,
1,100,,,,,,
1,294,,,,,,
1,110,,,,,,
0,110,,,,,,
6,140,,,,,,
3,145,,,,,,
6,49,,,,,,
6,197,,,,,,
4,235,,,,,,
0,61,,,,,,
6,175,,,,,,
2,14,,,,,,
4,154,,,,,,
6,130,,,,,,
1,55,,,,,,
0,122,,,,,,
6,35,,,,,,
4,257,,,,,,
3,151,,,,,,
1,62,,,,,,
2,1,,,,,,
2,39,,,,,,
0,173,,,,,,
4,52,,,,,,
0,34,,,,,,
6,74,,,,,,
2,248,,,,,,
2,94,,,,,,
3,241,,,,,,
1,61,,,,,,
3,141,,,,,,
0,144,,,,,,
3,130,,,,,,
2,138,,,,,,
3,197,,,,,,
4,252,,,,,,
6,276,,,,,,
4,194,,,,,,
6,60,,,,,,
0,10,,,,,,
6,118,,,,,,
3,274,,,,,,
2,246,,,,,,
1,8,,,,,,
1,136,,,,,,
1,135,,,,,,
3,96,,,,,,
4,190,,,,,,
1,243,,,,,,
1,216,,,,,,
4,281,,,,,,
1,106,,,,,,
1,102,,,,,,
6,269,,,,,,
3,92,,,,,,
0,196,,,,,,
1,240,,,,,,
0,17,,,,,,
6,119,,,,,,
3,73,,,,,,
0,41,,,,,,
1,23,,,,,,
4,7,,,,,,
1,44,,,,,,
0,127,,,,,,
1,205,,,,,,
3,70,,,,,,
0,98,,,,,,
3,217,,,,,,
2,15,,,,,,
6,157,,,,,,
2,220,,,,,,
0,252,,,,,,
3,133,,,,,,
2,132,,,,,,
2,3,,,,,,
6,252,,,,,,
0,59,,,,,,
1,295,,,,,,
0,125,,,,,,
6,82,,,,,,
2,296,,,,,,
3,152,,,,,,
3,250,,,,,,
0,212,,,,,,
1,227,,,,,,
6,12,,,,,,
4,162,,,,,,
4,300,,,,,,
0,115,,,,,,
0,286,,,,,,
0,257,,,,,,
2,43,,,,,,
1,137,,,,,,
0,170,,,,,,
6,279,,,,,,
2,205,,,,,,
4,145,,,,,,
3,218,,,,,,
2,209,,,,,,
0,84,,,,,,
1,72,,,,,,
1,109,,,,,,
3,21,,,,,,
0,174,,,,,,
3,226,,,,,,
1,253,,,,,,
4,57,,,,,,
1,175,,,,,,
4,223,,,,,,
3,268,,,,,,
0,8,,,,,,
3,170,,,,,,
1,49,,,,,,
3,256,,,,,,
6,239,,,,,,
4,22,,,,,,
3,115,,,,,,
0,53,,,,,,
4,255,,,,,,
6,109,,,,,,
0,276,,,,,,
4,121,,,,,,
6,202,,,,,,
6,182,,,,,,
4,137,,,,,,
4,186,,,,,,
1,160,,,,,,
3,74,,,,,,
2,276,,,,,,
4,6,,,,,,
1,42,,,,,,
1,215,,,,,,
4,102,,,,,,
3,48,,,,,,
2,91,,,,,,
3,66,,,,,,
4,49,,,,,,
2,211,,,,,,
3,248,,,,,,
2,83,,,,,,
1,201,,,,,,
4,61,,,,,,
2,8,,,,,,
6,65,,,,,,
4,248,,,,,,
6,64,,,,,,
2,180,,,,,,
4,206,,,,,,
1,82,,,,,,
2,252,,,,,,
1,217,,,,,,
2,152,,,,,,
2,227,,,,,,
6,36,,,,,,
0,90,,,,,,
2,103,,,,,,
1,130,,,,,,
2,112,,,,,,
1,143,,,,,,
2,7,,,,,,
2,33,,,,,,
3,157,,,,,,
2,52,,,,,,
2,77,,,,,,
1,284,,,,,,
6,17,,,,,,
1,21,,,,,,
1,268,,,,,,
6,212,,,,,,
2,235,,,,,,
0,86,,,,,,
0,79,,,,,,
6,154,,,,,,
6,117,,,,,,
4,62,,,,,,
0,81,,,,,,
0,21,,,,,,
3,84,,,,,,
1,26,,,,,,
4,285,,,,,,
1,2,,,,,,
0,54,,,,,,
1,280,,,,,,
2,254,,,,,,
1,168,,,,,,
2,177,,,,,,
3,266,,,,,,
1,116,,,,,,
2,173,,,,,,
4,278,,,,,,
1,293,,,,,,
2,60,,,,,,
4,46,,,,,,
1,6,,,,,,
2,155,,,,,,
0,135,,,,,,
4,68,,,,,,
6,233,,,,,,
3,8,,,,,,
0,216,,,,,,
4,125,,,,,,
3,49,,,,,,
4,221,,,,,,
0,114,,,,,,
0,62,,,,,,
4,114,,,,,,
6,240,,,,,,
0,219,,,,,,
0,288,,,,,,
4,133,,,,,,
0,78,,,,,,
1,174,,,,,,
3,146,,,,,,
4,298,,,,,,
6,51,,,,,,
4,20,,,,,,
1,291,,,,,,
4,197,,,,,,
3,117,,,,,,
4,250,,,,,,
1,222,,,,,,
0,169,,,,,,
1,66,,,,,,
1,285,,,,,,
6,9,,,,,,
6,209,,,,,,
2,281,,,,,,
6,86,,,,,,
0,117,,,,,,
2,255,,,,,,
4,175,,,,,,
4,199,,,,,,
0,200,,,,,,
0,104,,,,,,
4,116,,,,,,
2,189,,,,,,
2,263,,,,,,
3,272,,,,,,
3,212,,,,,,
6,213,,,,,,
4,195,,,,,,
2,154,,,,,,
3,192,,,,,,
2,279,,,,,,
3,93,,,,,,
3,277,,,,,,
1,65,,,,,,
6,61,,,,,,
3,240,,,,,,
6,13,,,,,,
3,139,,,,,,
6,46,,,,,,
0,260,,,,,,
4,1,,,,,,
1,273,,,,,,
3,225,,,,,,
0,139,,,,,,
6,255,,,,,,
3,174,,,,,,
6,95,,,,,,
0,87,,,,,,
3,252,,,,,,
6,131,,,,,,
0,165,,,,,,
6,108,,,,,,
3,184,,,,,,
0,143,,,,,,
3,27,,,,,,
3,191,,,,,,
4,247,,,,,,
3,91,,,,,,
3,87,,,,,,
2,167,,,,,,
2,34,,,,,,
3,9,,,,,,
3,213,,,,,,
6,186,,,,,,
0,171,,,,,,
2,236,,,,,,
3,298,,,,,,
4,222,,,,,,
6,68,,,,,,
3,179,,,,,,
6,188,,,,,,
3,129,,,,,,
3,123,,,,,,
0,294,,,,,,
2,273,,,,,,
1,235,,,,,,
1,197,,,,,,
3,271,,,,,,
3,247,,,,,,
2,295,,,,,,
3,118,,,,,,
4,245,,,,,,
6,66,,,,,,
4,256,,,,,,
4,80,,,,,,
3,37,,,,,,
3,78,,,,,,
0,270,,,,,,
6,296,,,,,,
0,177,,,,,,
4,185,,,,,,
0,285,,,,,,
3,281,,,,,,
1,17,,,,,,
0,191,,,,,,
1,262,,,,,,
1,212,,,,,,
3,153,,,,,,
4,90,,,,,,
6,88,,,,,,
3,254,,,,,,
4,67,,,,,,
2,131,,,,,,
6,231,,,,,,
6,32,,,,,,
6,126,,,,,,
1,224,,,,,,
0,273,,,,,,
4,287,,,,,,
0,282,,,,,,
2,76,,,,,,
6,236,,,,,,
1,60,,,,,,
6,218,,,,,,
0,149,,,,,,
2,19,,,,,,
1,221,,,,,,
3,196,,,,,,
2,75,,,,,,
6,97,,,,,,
2,186,,,,,,
0,120,,,,,,
6,193,,,,,,
0,158,,,,,,
4,183,,,,,,
0,101,,,,,,
1,234,,,,,,
2,201,,,,,,
3,270,,,,,,
3,111,,,,,,
0,155,,,,,,
2,35,,,,,,
1,78,,,,,,
2,111,,,,,,
2,86,,,,,,
2,109,,,,,,
6,92,,,,,,
2,87,,,,,,
6,121,,,,,,
6,27,,,,,,
3,22,,,,,,
6,249,,,,,,
4,70,,,,,,
6,261,,,,,,
6,266,,,,,,
1,298,,,,,,
1,158,,,,,,
0,167,,,,,,
2,68,,,,,,
6,291,,,,,,
4,19,,,,,,
2,160,,,,,,
6,214,,,,,,
4,155,,,,,,
4,259,,,,,,
1,254,,,,,,
3,25,,,,,,
1,192,,,,,,
2,18,,,,,,
3,292,,,,,,
6,247,,,,,,
6,5,,,,,,
6,34,,,,,,
4,169,,,,,,
0,295,,,,,,
6,47,,,,,,
1,103,,,,,,
4,151,,,,,,
